Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
,14.1875,-10.5,-7.375,-0.005131939,0.006875796,0.107820408,,,
,24.25,-9.5,-8.9375,-0.00767299,0.013153673,0.108667347,,,
,25.375,-5.5625,-10.375,-0.010562857,0.01405051,0.109564286,,,
,27.75,-1.25,-11.6875,-0.011858265,0.014150204,0.110511224,,,
,31.6875,2.875,-13.9375,-0.01449898,0.019182449,0.110262245,,,
,27.5,6.375,-16.6875,-0.017239286,0.024513673,0.109315306,,,
,18.6875,5.5,-17.625,-0.018933367,0.024962143,0.10642551,,,
,9.625,1.75,-18.125,-0.019282143,0.022122143,0.102787755,,,
,5.6875,-2.8125,-17.9375,-0.020577551,0.018136122,0.098702551,,,
,3.625,-7.75,-16.25,-0.020826735,0.01704,0.095713061,,,
,1.6875,-10.9375,-14.5625,-0.022321429,0.017089796,0.095613469,,,
,0.9375,-11.5625,-13.625,-0.022371224,0.018734082,0.094616939,,,
,1.1875,-11.1875,-13.625,-0.023467347,0.023068776,0.095065408,,,
,-0.0625,-9.125,-15.25,-0.023317959,0.025609898,0.094716633,,,
,-2.8125,-6.3125,-18.125,-0.020926327,0.026805612,0.095264694,,,
,-6.375,-3.8125,-20.75,-0.01733898,0.024912347,0.096560102,,,
,-7.625,-3.5625,-22.9375,-0.015744592,0.021125612,0.094118673,,,
,-9.5625,-4.625,-24.75,-0.013651939,0.018534796,0.093919388,,,
,-7.625,-5.625,-27.3125,-0.010612653,0.016242857,0.092225408,,,
,-5.125,-6.5,-29.3125,-0.00852001,0.013701735,0.092225408,,,
,-0.75,-6.75,-31.375,-0.007224571,0.014897551,0.094567143,,,
,3.125,-6.9375,-33.25,-0.006377551,0.017787347,0.094467449,,,
,2.5625,-7.25,-34.875,-0.006028776,0.021773367,0.094816224,,,
,-2.625,-7.0625,-37.5625,-0.004633694,0.022520714,0.094666735,,,
,-7.6875,-6.6875,-40,-0.003138949,0.020328469,0.09501551,,,
,-8.8125,-5.6875,-42,-0.002541051,0.018235816,0.095713061,,,
,-7,-4.8125,-44.5625,-0.002491235,0.019929796,0.095663265,,,
,-5.8125,-4.125,-47.1875,-0.002092633,0.021324898,0.097407143,,,
,-3.5,-3.875,-49.1875,-0.000946667,0.021972653,0.098503265,,,
,0.5,-4.1875,-51.625,0.000498246,0.020926327,0.098802245,,,
,0.375,-6.25,-53.75,-0.003039306,0.02585898,0.097755918,,,
,-4,-7.4375,-51.625,-0.003388071,0.023965612,0.099449898,,,
,-3.4375,-6.9375,-49.8125,-0.004434388,0.023367755,0.099649184,,,
,0.75,-7.6875,-43.1875,-0.006327724,0.021723571,0.104781633,,,
,7,-8.125,-42.5,-0.005231582,0.022769898,0.104731633,,,
,7.8125,-9,-40.625,-0.005630184,0.022321429,0.105129592,,,
,2.125,-1.8125,-26.3125,-4.98246E-05,0.019780408,0.097108163,,,
,-9.0625,0.0625,-33.25,0.002491235,0.015445612,0.095613469,,,
,-7.375,-0.5625,-33.875,0.0038365,0.010811939,0.094766429,,,
,0.5,-0.5625,-32.6875,0.003487724,0.009765622,0.094467449,,,
,8.5625,-0.375,-31,0.001893337,0.011110918,0.093371327,,,
,10.1875,-0.75,-27.8125,0.001345265,0.013352959,0.092922959,,,
,6,-0.5,-24.3125,0.001345265,0.015894082,0.09247449,,,
,-0.875,0.0625,-20.625,0.000697545,0.016392347,0.094268163,,,
,-6.5625,1.3125,-16.9375,0.000697545,0.015595102,0.095264694,,,
,-9.3125,2.5625,-13.5,0.000697545,0.013751633,0.096859082,,,
,-9.5625,2.875,-10.875,0.001145969,0.014249796,0.099549592,,,
,-9.375,2.5625,-8.5625,0.000996492,0.014797959,0.099649184,,,
,-9.4375,0.875,-5.9375,-0.002092633,0.013203571,0.100396633,,,
,-8.0625,-1.4375,-3,-0.004534041,0.009416857,0.101642245,,,
,-2.375,-2.625,0.25,-0.006875796,0.005879306,0.103535714,,,
,7.625,-5.125,3.3125,-0.00652702,0.004534041,0.103385714,,,
,9.875,-1.5,1.1875,-0.0066765,0.016491939,0.112404082,,,
,16.375,1.3125,0.8125,-0.008868786,0.013552245,0.112155102,,,
,22.75,4.3125,-0.375,-0.007822469,0.018385306,0.111956122,,,
,24.75,8.75,-3.3125,-0.01106102,0.024513673,0.111906122,,,
,21.875,12.375,-4.3125,-0.014698265,0.029147449,0.11330102,,,
,14.875,9.625,-3.4375,-0.01689051,0.031289898,0.108617347,,,
,-15.5,-5.125,1,-0.015844184,0.024264592,0.093221837,,,
,-24,-10.375,3.5,-0.020776837,0.018136122,0.08978398,,,
,-24.25,-12.9375,6.5625,-0.02556,0.014897551,0.088339082,,,
,-16.75,-13,9.1875,-0.025609898,0.015644898,0.089435204,,,
,-7.9375,-10.125,11.125,-0.024164898,0.019979694,0.091577653,,,
,0.625,-6.3125,10.3125,-0.022321429,0.023816122,0.09202602,,,
,4.0625,-4,9,-0.017837245,0.025061735,0.091129184,,,
,2.6875,-1.625,7.75,-0.011957959,0.025759286,0.090431633,,,
,-4.9375,1.375,5.3125,-0.008370531,0.026456837,0.08963449,,,
,-15.0625,3.375,1.1875,-0.007075092,0.022769898,0.089385408,,,
,-19.875,3.875,-2.8125,-0.006626673,0.018534796,0.090232347,,,
,-15.3125,3.75,-5.5625,-0.004783163,0.014299694,0.091976224,,,
,-3.75,3.9375,-7.4375,-0.003886316,0.015545306,0.093769898,,,
,6.25,3.5,-9.25,-0.004633694,0.01818602,0.091976224,,,
,8.9375,3.25,-11.0625,-0.005131939,0.022122143,0.09217551,,,
,4.75,3.1875,-12.5625,-0.004085622,0.024613367,0.09347102,,,
,-2.5625,3,-13.5,-0.005082112,0.024812653,0.093570612,,,
,-9.5625,2.3125,-13.875,-0.005630184,0.02386602,0.095364286,,,
,-12.625,0.6875,-14.0625,-0.005480704,0.020428061,0.097207857,,,
,-2.4375,-5.125,-16.625,-0.006776143,0.019581122,0.105030612,,,
,5.375,-4.8125,-17.4375,-0.009964918,0.021723571,0.105727551,,,
,4.9375,-7.125,-16.625,-0.00852001,0.026157959,0.10647551,,,
,-2.4375,-8.5625,-15.625,-0.0066765,0.024812653,0.105727551,,,
,-6.9375,-7.0625,-15.5625,-0.004534041,0.019680714,0.109016327,,,
,-4.3125,-15.125,4.875,-0.00284,0.015794388,0.097357347,,,
,-7.75,-8.75,3,0.000149473,0.017488469,0.096111735,,,
,-12.875,-2.9375,-2.125,0.002192286,0.019331939,0.094268163,,,
,-20.75,-1.5,-6.5,0.002242112,0.013004184,0.092574184,,,
,-7.5625,0.3125,-9.0625,0.005082112,0.001594388,0.091627449,,,
,6.5625,1.0625,-7.6875,0.005630184,0.001096143,0.091727143,,,
,15.5,1,-5.75,0.006028776,0.004135439,0.091328571,,,
,15.25,0.375,-3.8125,0.004334745,0.009466673,0.090182551,,,
,5.9375,0.25,-1.375,0.003537551,0.010762143,0.091826735,,,
,-2.875,0.5625,0.5625,0.004185265,0.009466673,0.092673776,,,
,-6.25,1,1.75,0.00483299,0.008071592,0.095414184,,,
,-6.5,0.6875,2.875,0.005331235,0.007971939,0.096759388,,,
,-6.6875,-0.4375,4,0.004384571,0.007872286,0.099001531,,,
,28.3125,15.125,-1.1875,-0.006477204,0.01674102,0.110012245,,,
,34.4375,23.125,-3.5,-0.011409796,0.022620408,0.108468367,,,
,-23,67.375,38.5625,-0.009616153,0.016990204,0.061383878,,,
,-24.25,75.8125,40.5,-0.011110918,0.0095165,0.053661122,,,
,-33.75,93.25,37.75,-0.008171235,0.001893337,0.054358673,,,
,-36.75,110.75,26.9375,-0.011310204,0.016242857,0.057846429,,,
,-15.75,7.125,26.25,-0.006726327,0.003188776,0.094268163,,,
,-14.25,6.4375,24.125,-0.007274398,0.003338245,0.095663265,,,
,-11.1875,6.75,21.5625,-0.006626673,0.005032286,0.096510306,,,
,-8.1875,7.5,18.625,-0.00568001,0.006875796,0.096111735,,,
,-5.625,10,14.25,-0.005879306,0.009765622,0.094317959,,,
,-4.5625,13.3125,8.875,-0.007224571,0.010463163,0.091727143,,,
,-3.875,15.1875,5.1875,-0.009466673,0.0095165,0.093022551,,,
,0.3125,16.1875,2.25,-0.010562857,0.009915102,0.094218367,,,
,4.75,16.25,0.375,-0.013054082,0.011758571,0.09347102,,,
,6.5,16.5,-1.5,-0.012406327,0.013402857,0.093371327,,,
,6.8125,18.9375,-4.375,-0.01150949,0.01449898,0.094019082,,,
,6.9375,22.25,-7,-0.00966598,0.014648469,0.096709592,,,
,8.0625,25.625,-9.0625,-0.008918602,0.014797959,0.098951735,,,
,9.875,26.9375,-10.5625,-0.010214082,0.014299694,0.09631102,,,
,8.3125,26.6875,-10.875,-0.014150204,0.012406327,0.094218367,,,
,7.6875,30.1875,-10.6875,-0.01449898,0.007623163,0.094666735,,,
,12.1875,34.9375,-9.125,-0.013203571,0.005530531,0.097706122,,,
,19.1875,39.5,-6.875,-0.014150204,0.008320714,0.09631102,,,
,18.1875,40.4375,-3.0625,-0.019630918,0.009267378,0.091677347,,,
,8.25,43.4375,3.125,-0.022670204,0.010662449,0.090431633,,,
,3.75,44.875,2.3125,-0.02301898,0.011858265,0.087940408,,,
,-1.25,46.75,2.5625,-0.025011939,0.01165898,0.088737653,,,
,-3.0625,49.125,4.1875,-0.024563571,0.0066765,0.091278673,,,
,8.6875,60.625,4.4375,-0.024115102,0.012157245,0.096709592,,,
,10.125,66.75,2.8125,-0.026357245,0.015096837,0.096908878,,,
,6.9375,71.3125,0.3125,-0.029745306,0.018634388,0.097357347,,,
,1.125,73.375,-2,-0.030990918,0.018883571,0.096859082,,,
,-7.0625,73.125,-3.1875,-0.032684898,0.018734082,0.095115204,,,
,-14.6875,71.5,-4.3125,-0.035624592,0.01449898,0.09262398,,,
,-19.875,70.5625,-4.1875,-0.036870204,0.014947347,0.094666735,,,
,-24.9375,68.6875,-2.5625,-0.037767041,0.012904592,0.092773469,,,
,-24.5,58.0625,9.25,-0.0426,0.009018255,0.088089898,,,
,-18.9375,57.5625,12.0625,-0.051518673,0.009765622,0.085947449,,,
,-5.6875,66.6875,15.75,-0.068807755,0.011260408,0.084253469,,,
,-55.1875,51.25,16.1875,-0.107073469,0.02585898,0.060287755,,,
,-49.5625,53.5,14.5625,-0.092823265,0.016990204,0.068259694,,,
,-17.75,51.5625,48.25,-0.083256939,0.019680714,0.056650612,,,
,-43.5625,49.8125,52.4375,-0.082459694,0.020976122,0.055205714,,,
,-59.75,47.625,54.3125,-0.081662551,0.018584592,0.057248469,,,
,-61.3125,47.25,53.5625,-0.082360102,0.018036531,0.059042143,,,
,-53.5625,48.4375,50.5625,-0.084552347,0.018634388,0.059291327,,,
,-42.6875,48.6875,46.4375,-0.087143265,0.019780408,0.059889184,,,
,-32.0625,47.625,41.5625,-0.087342551,0.022122143,0.060536939,,,
,-25.1875,44.9375,36.25,-0.087093469,0.023317959,0.058793061,,,
,-23.875,43.3125,31.0625,-0.08679449,0.024314388,0.05794602,,,
,-27.8125,43.6875,26.625,-0.087990306,0.026008469,0.056650612,,,
,-37.5,41.875,24.75,-0.087691327,0.02585898,0.055205714,,,
,-47,37.5625,25.0625,-0.087541837,0.021922857,0.055205714,,,
,-45.25,29.75,29.25,-0.085648469,0.020776837,0.057298265,,,
,-50.25,15.0625,19.5,-0.088089898,0.021623878,0.057995816,,,
,-40.75,10.4375,10.4375,-0.088239388,0.021075816,0.057348163,,,
,-38.375,12.9375,2.125,-0.096560102,0.023268061,0.05410949,,,
,-41.0625,12.75,-1.0625,-0.097108163,0.010861735,0.052614796,,,
,-36.375,11.5625,4.0625,-0.08365551,-0.001694041,0.054657653,,,
,-24.75,10.1875,9.8125,-0.073391633,-0.005929133,0.054059694,,,
,-22.0625,13,18.0625,-0.076331327,0.001195796,0.046885,,,
,-34.0625,17,21.5,-0.080068163,0.000697545,0.046885,,,
,-40.5625,22.3125,24.0625,-0.082260408,-0.003437898,0.046536224,,,
,-32.6875,24.5,28.5625,-0.08649551,-0.004484214,0.041454082,,,
,-28.125,18.5,33.8125,-0.090730612,-0.0066765,0.034976837,,,
,-22.6875,15.625,37.625,-0.08779102,-0.006228082,0.03522602,,,
,-15.25,14.6875,38.3125,-0.089385408,-0.003039306,0.036770612,,,
,-7.5625,13.0625,37.4375,-0.091727143,-0.000398597,0.038514388,,,
,12.6875,7.125,36.1875,-0.093570612,0.002242112,0.038962857,,,
,20.875,4.375,36.375,-0.092574184,0.003786673,0.037667449,,,
,26.0625,1.625,38,-0.091129184,0.00298948,0.036322143,,,
,29.6875,-2,41.6875,-0.087242857,0.001644214,0.036371939,,,
,17.25,-10.5,65.5625,-0.073042857,0.017139694,0.041005612,,,
,15.4375,-9.375,67.8125,-0.073590918,0.020677245,0.040357959,,,
,-4.75,-70.8125,64.625,-0.085200102,0.041503878,0.035525,,,
,7.0625,-81.875,66.1875,-0.079719388,0.039660408,0.038713776,,,
,22.875,-92.25,69.125,-0.073292041,0.039261837,0.042251224,,,
,34.3125,-99.3125,68.875,-0.066416224,0.04544,0.041205,,,
,27.5625,-103.312,68.125,-0.062230918,0.055703878,0.048678673,,,
,13.6875,-104.625,68.3125,-0.058892653,0.056451327,0.054657653,,,
,5,-106.25,67.6875,-0.053910204,0.056650612,0.05510602,,,
,4.9375,-109.375,63.3125,-0.051668163,0.059590204,0.057647041,,,
,7.0625,-108.375,58.25,-0.052216224,0.067462551,0.056849898,,,
,1.875,-108.062,51,-0.056451327,0.077078673,0.055454796,,,
,-12.9375,-113.25,45.875,-0.059241429,0.076729898,0.056052653,,,
,-23,-115.312,42.5625,-0.056550918,0.074188878,0.059490612,,,
,-25,-113.562,35.8125,-0.054757245,0.078872347,0.064124286,,,
,-25.5,-111.5,26.1875,-0.059092041,0.082459694,0.069804286,,,
,-30.1875,-111,17.8125,-0.056152347,0.081961531,0.073541122,,,
,-31.75,-109.375,7.8125,-0.048180408,0.079071633,0.081413469,,,
,-16.8125,-97.9375,-7.125,-0.03990949,0.087940408,0.090431633,,,
,4.375,-77.8125,-27.25,-0.037667449,0.093869592,0.101442959,,,
,28.25,-52.875,-47.0625,-0.031140408,0.088189592,0.118632653,,,
,48.1875,-20.75,-58.5,-0.015744592,0.085847857,0.139060204,,,
,47.4375,10.0625,-68,-0.00866948,0.081214082,0.147430612,,,
,18.75,28.1875,-67.5625,-0.009217551,0.077128469,0.151068367,,,
,-27.9375,30.125,-57.0625,-0.013552245,0.060287755,0.146982653,,,
,-70.125,24.1875,-41.25,-0.010762143,0.040208469,0.137815306,,,
,-90.25,18.5,-27.0625,-0.006875796,0.033083571,0.122618367,,,
,-100.812,13.5625,-16.3125,-0.004932633,0.035574796,0.103385714,,,
,-110.438,6.8125,-11.6875,-0.010064571,0.04005898,0.085947449,,,
,-120.25,-2.8125,-9.8125,-0.014847755,0.036272347,0.075085714,,,
,-115.5,-11.25,-11.1875,-0.016392347,0.033033673,0.06990398,,,
,-99.1875,-15.625,-16.4375,-0.020876531,0.02869898,0.06422398,,,
,-79.375,-17.5625,-20.3125,-0.02401551,0.024563571,0.060188163,,,
,-62.875,-16.375,-22.3125,-0.027254082,0.021225306,0.062729184,,,
,-42.375,-16.8125,-21.625,-0.030990918,0.019232347,0.064423265,,,
,-25.25,-18.3125,-20,-0.03124,0.016242857,0.067612041,,,
,-11.5625,-14.6875,-15.0625,-0.027254082,0.011459694,0.070651327,,,
,2.6875,-8.4375,-10.25,-0.024713061,0.010064571,0.076630306,,,
,13,-7.125,-6.875,-0.024812653,0.013701735,0.076779694,,,
,10.9375,-7.4375,-3,-0.024164898,0.016491939,0.07842398,,,
,5.1875,-7.8125,0.5,-0.023168469,0.016591633,0.080267449,,,
,4.4375,-7.375,0.125,-0.021374796,0.01449898,0.079569898,,,
,10.875,-3.5,-1.625,-0.022022449,0.014150204,0.083007857,,,
,18.4375,2.875,-3.0625,-0.023915816,0.017637959,0.086894082,,,
,23.6875,6.5625,-6.9375,-0.026357245,0.016392347,0.086694796,,,
,26.8125,9.25,-8.5625,-0.026905306,0.013751633,0.088139796,,,
,31.8125,13.5,-9.75,-0.029097551,0.017139694,0.090830306,,,
,34.6875,17.125,-12.125,-0.030891224,0.01988,0.092275204,,,
,30.375,23.3125,-14.8125,-0.033930612,0.018484898,0.094168571,,,
,34.375,24.75,-15.5,-0.037318673,0.021474388,0.095962245,,,
,31.5,22.4375,-14.3125,-0.036471633,0.022171939,0.101343265,,,
,34.5,24.5625,-14.875,-0.03422949,0.021972653,0.093570612,,,
,40.25,23.75,-18.8125,-0.040856224,0.02670602,0.090780408,,,
,32.5625,18.1875,-21.4375,-0.043546735,0.033631633,0.091527857,,,
,29.125,12.3125,-23.5625,-0.039461122,0.033282857,0.093720102,,,
,34.5625,11.9375,-30.0625,-0.03706949,0.029147449,0.093520816,,,
,38.5625,23.875,-35.0625,-0.033382449,0.030841429,0.090780408,,,
,43.75,31.875,-40.1875,-0.038962857,0.040507449,0.086844286,,,
,38.75,24.8125,-44.8125,-0.045091327,0.04942602,0.087143265,,,
,25.75,16.6875,-45.75,-0.04573898,0.048728469,0.089584694,,,
,23.625,12.5625,-45.6875,-0.040806327,0.043148163,0.090581122,,,
,33.3125,10.6875,-45.125,-0.039361429,0.044842143,0.090033061,,,
,35.625,7.1875,-44.8125,-0.038414796,0.049176939,0.086595204,,,
,31.5,4.625,-43.6875,-0.040607041,0.052166327,0.085698367,,,
,26.5625,-0.9375,-38.4375,-0.043447041,0.052066735,0.087093469,,,
,23.25,-6.9375,-31.875,-0.042201429,0.052465306,0.087292755,,,
,22.0625,-13.3125,-24.25,-0.040407755,0.053262551,0.088139796,,,
,23.875,-19.5,-16.3125,-0.041304592,0.055305306,0.087043571,,,
,18.5625,-26.0625,-5.5,-0.038564286,0.055853367,0.088189592,,,
,14.25,-30.9375,5.3125,-0.03437898,0.055155816,0.088887143,,,
,12.875,-33.25,15.3125,-0.032236531,0.053960102,0.088438673,,,
,9.625,-34.0625,25.3125,-0.030293367,0.055405,0.085000816,,,
,6.5625,-36.1875,35.5,-0.030841429,0.057696939,0.082708878,,,
,2.3125,-37.5,45.0625,-0.029296837,0.058145306,0.081463265,,,
,-0.0625,-37.5625,53.75,-0.026207755,0.057198673,0.080117959,,,
,-0.4375,-36.125,62.5625,-0.024364286,0.056600816,0.079270918,,,
,-1,-31.625,70.125,-0.022769898,0.058045714,0.077427449,,,
,-2.4375,-26.5,76.5625,-0.022271633,0.058842857,0.076580408,,,
,-3.25,-20.5625,83.75,-0.021275102,0.060337653,0.076530612,,,
,-6,-13.4375,90.8125,-0.020228776,0.060088469,0.076281531,,,
,-8.625,-3.5,95.4375,-0.02002949,0.059092041,0.078324286,,,
,-7.875,3.5,99.8125,-0.020527755,0.06093551,0.078125,,,
,-7.375,7,102.375,-0.02286949,0.061035204,0.076181837,,,
,-11.0625,11.25,102.75,-0.022421122,0.058743265,0.078125,,,
,-10.875,12.9375,102.312,-0.024314388,0.059640102,0.081214082,,,
,-12.0625,10.25,102.688,-0.026257551,0.057995816,0.083605714,,,
,-14,7.1875,98.0625,-0.024713061,0.05141898,0.085000816,,,
,-8.375,6.625,89.8125,-0.02556,0.052764286,0.085050612,,,
,-10.625,7.1875,81.75,-0.027104592,0.054508163,0.084004286,,,
,-16.25,10.9375,70.3125,-0.026506735,0.049276531,0.081413469,,,
,-15.5625,13.875,59,-0.029396531,0.045390204,0.084353061,,,
,-10.1875,14.8125,45.5,-0.029496122,0.043447041,0.08066602,,,
,-2.25,13.5,32.625,-0.031339694,0.044941837,0.084402857,,,
,2.9375,8.5,23.6875,-0.030592347,0.04703449,0.085449184,,,
,2.25,11.5,14.8125,-0.03138949,0.04573898,0.087541837,,,
,4.8125,2.4375,14.25,-0.028449898,0.049077245,0.086545408,,,
,4.4375,1,7.5625,-0.020577551,0.049127041,0.087442245,,,
,7.6875,-3.25,2.0625,-0.020328469,0.050920714,0.088438673,,,
,3.625,-7.6875,-1.5,-0.016491939,0.052963571,0.087043571,,,
,-1,-6,-2.25,-0.011459694,0.052963571,0.088339082,,,
,-2.875,-5.625,-1.625,-0.008818959,0.054059694,0.086894082,,,
,-2.125,-7.875,-1.875,-0.007623163,0.055355102,0.08634602,,,
,-2.4375,-7.125,-1.3125,-0.007124918,0.055056224,0.085947449,,,
,-4.9375,-4.9375,0.375,-0.007324214,0.055454796,0.086096939,,,
,-6.0625,-3.4375,0,-0.007374041,0.053312347,0.085200102,,,
,-4.0625,-4.5625,0.125,-0.008071592,0.052764286,0.085648469,,,
,-4.25,-7.125,0.3125,-0.007473694,0.051917245,0.085150306,,,
,-5,-6.5625,1.5,-0.005430888,0.052963571,0.085698367,,,
,-4.6875,-3.9375,2.75,-0.004932633,0.052216224,0.085897653,,,
,-3.25,-5,1.8125,-0.007174745,0.052365714,0.086694796,,,
,-2.0625,-7.375,1.6875,-0.006626673,0.053362143,0.085897653,,,
,-6,-7.5,4.125,-0.005879306,0.054358673,0.08649551,,,
,-8.3125,-9.5625,7.1875,-0.007623163,0.054009898,0.084452755,,,
,-8.4375,-11.5625,5.875,-0.006228082,0.050970612,0.085748163,,,
,0.4375,-4.1875,2.9375,-0.003985969,0.054557959,0.085997245,,,
,10.875,-1.1875,-5.5,-0.005729827,0.056052653,0.083356633,,,
,5.8125,1.3125,-7.625,-0.010363469,0.051967041,0.085449184,,,
,-7.6875,-0.6875,-2.25,-0.009616153,0.047084286,0.088339082,,,
,-11.875,-0.1875,-1.5,-0.008121408,0.044891939,0.089086429,,,
,-5.5,1.1875,-0.625,-0.004434388,0.048828163,0.089036633,,,
,0.4375,0.875,-3.875,-0.003537551,0.052764286,0.088040102,,,
,-0.0625,0.9375,-4.5625,-0.004085622,0.053960102,0.087541837,,,
,-3.75,1.75,-2.8125,-0.005331235,0.052963571,0.08679449,,,
,-4,1.4375,-1.0625,-0.006128429,0.050621837,0.087043571,,,
,-2.4375,0.5625,-0.9375,-0.005978959,0.052116531,0.085748163,,,
,-2.125,-2.125,-0.4375,-0.005430888,0.051917245,0.08679449,,,
,-2.4375,-2,0,-0.005032286,0.051668163,0.087292755,,,
,-2.25,-0.6875,-0.375,-0.005331235,0.051468878,0.087691327,,,
,-2.4375,-0.75,-1.0625,-0.006377551,0.050571939,0.087940408,,,
,-1.5625,-1,-1.125,-0.006078602,0.050970612,0.087990306,,,
,-1.375,-1,-0.875,-0.006277898,0.051120102,0.087342551,,,
,-1.75,-0.875,-0.6875,-0.005879306,0.052066735,0.087591633,,,
,-2.9375,-0.125,-0.75,-0.005729827,0.051219694,0.088588163,,,
,-2.625,0.1875,-1.25,-0.00582948,0.050870918,0.087691327,,,
,-3,0.3125,-1.8125,-0.006477204,0.050472347,0.087890612,,,
,-2.25,0.1875,-1.8125,-0.006427378,0.050920714,0.087591633,,,
,-3.5,0.125,-1.625,-0.006377551,0.051020408,0.088040102,,,
,-3.3125,-0.25,-1.4375,-0.006327724,0.050173367,0.087840816,,,
,-2.125,-0.5,-1.25,-0.005729827,0.04987449,0.08679449,,,
,-1.5625,-0.8125,-1.25,-0.006477204,0.049974082,0.086645,,,
,-1.625,-0.8125,-1.0625,-0.006925622,0.049824592,0.086993776,,,
,-2,-1.1875,-1,-0.00568001,0.049924286,0.086844286,,,
,-0.625,-1.9375,-1.1875,-0.006078602,0.050073776,0.087591633,,,
,0.6875,-2.25,-0.875,-0.005231582,0.050422551,0.087591633,,,
,0.75,-2.4375,-0.4375,-0.005032286,0.050223265,0.087492041,,,
,0,-3,-0.3125,-0.005032286,0.049326327,0.087492041,,,
,0.125,-2.5,-0.4375,-0.005779653,0.04987449,0.087840816,,,
,0.4375,-2.3125,-0.1875,-0.005978959,0.050223265,0.087242857,,,
,-0.125,-2,-0.3125,-0.005580357,0.050073776,0.088388878,,,
,0.5,-1.875,-0.25,-0.005381061,0.050223265,0.087890612,,,
,0.8125,-2.0625,-0.1875,-0.005929133,0.050771327,0.087392347,,,
,1,-2.8125,0,-0.006377551,0.049475816,0.086844286,,,
,1.25,-2.4375,0.125,-0.006078602,0.050073776,0.087342551,,,
,1.0625,-2.375,0.6875,-0.005978959,0.04987449,0.087641531,,,
,1.8125,-2.375,1,-0.005082112,0.050223265,0.087990306,,,
,2.125,-2.875,0.8125,-0.005131939,0.050571939,0.087940408,,,
,2.3125,-2.625,0.5,-0.004334745,0.051369184,0.087641531,,,
,1.25,-2.3125,0.0625,-0.004882816,0.050372653,0.088139796,,,
,1.6875,-2.0625,0.0625,-0.004633694,0.050073776,0.087442245,,,
,2.125,-2.125,0.375,-0.005082112,0.050721429,0.087591633,,,
,1.75,-1.8125,0.125,-0.005181755,0.050621837,0.087741122,,,
,1.5,-1.875,0.3125,-0.004085622,0.050721429,0.088040102,,,
,0.6875,-1.125,0.125,-0.004783163,0.051369184,0.088139796,,,
,1.0625,-1,0.0625,-0.00483299,0.050671633,0.088139796,,,
,0.9375,-1.0625,0,-0.005032286,0.051169898,0.088139796,,,
,0.1875,-0.75,-0.0625,-0.00483299,0.051120102,0.08779102,,,
,-0.0625,-0.5625,-0.5,-0.005281408,0.051369184,0.088189592,,,
,-0.25,-0.3125,-0.5625,-0.005131939,0.051967041,0.087641531,,,
,0.125,0,-0.6875,-0.005231582,0.051369184,0.086645,,,
,-0.25,-0.1875,-0.6875,-0.004982459,0.050870918,0.08679449,,,
,0.25,-0.4375,-1.1875,-0.004982459,0.050920714,0.087442245,,,
,0.4375,-0.4375,-1,-0.00468351,0.051020408,0.087492041,,,
,0.3125,-0.5,-1,-0.004235092,0.050771327,0.087392347,,,
,0.1875,-0.625,-0.9375,-0.004434388,0.050721429,0.087442245,,,
,0.0625,-0.625,-1.125,-0.00468351,0.050621837,0.087442245,,,
,0.25,-0.625,-0.75,-0.005231582,0.050870918,0.087492041,,,
,0.0625,-0.9375,-0.625,-0.005082112,0.050821122,0.086993776,,,
,-0.1875,-0.8125,-0.8125,-0.005181755,0.050870918,0.087641531,,,
,0.375,-0.875,-0.6875,-0.004783163,0.051120102,0.086844286,,,
,0.5,-0.6875,-0.875,-0.005181755,0.050870918,0.086844286,,,
,0.375,-0.625,-0.8125,-0.004982459,0.051020408,0.086744694,,,
,0.25,-0.6875,-0.9375,-0.004783163,0.050870918,0.087442245,,,
,0.125,-0.625,-0.75,-0.004434388,0.051070204,0.088139796,,,
,-0.25,-0.375,-0.5625,-0.004982459,0.050372653,0.088339082,,,
,-0.3125,0,-0.3125,-0.004583867,0.050472347,0.087890612,,,
,-0.125,0.1875,-0.5625,-0.005032286,0.050821122,0.087741122,,,
,-0.25,0.125,-0.75,-0.004932633,0.051020408,0.087292755,,,
,-0.375,0.1875,-1.0625,-0.004932633,0.051867449,0.087292755,,,
,-0.5625,0.4375,-1.1875,-0.004932633,0.050920714,0.08694398,,,
,-0.1875,0.3125,-1.25,-0.005331235,0.051020408,0.086993776,,,
,-0.125,0.3125,-1.0625,-0.005231582,0.050970612,0.08679449,,,
,-0.4375,-0.0625,-1.0625,-0.004932633,0.051070204,0.088089898,,,
,-0.5625,0,-1.125,-0.004733337,0.050671633,0.087392347,,,
,-0.8125,-0.0625,-1.1875,-0.004783163,0.050522143,0.087840816,,,
,-0.5625,-0.25,-1.3125,-0.004534041,0.050223265,0.087641531,,,
,-0.4375,-0.3125,-1.1875,-0.005082112,0.051319388,0.087492041,,,
,-0.75,-0.25,-0.9375,-0.005231582,0.050621837,0.087342551,,,
,-1.1875,-0.3125,-0.75,-0.005082112,0.051169898,0.088040102,,,
,-0.9375,-0.3125,-0.8125,-0.005082112,0.050621837,0.087043571,,,
,-0.875,-0.0625,-0.9375,-0.004583867,0.051070204,0.088089898,,,
