timestamp,x,y,z
31127031370,0.398438,0.472168,0.776367
31127052533,0.401855,0.46875,0.776367
31127068840,0.403809,0.466309,0.785645
31127091322,0.408691,0.469727,0.774902
31127112438,0.407227,0.473145,0.781738
31127128939,0.407227,0.472168,0.777832
31127151463,0.397461,0.467773,0.776855
31127172333,0.400879,0.46875,0.767578
31127188833,0.404297,0.480469,0.765137
31127211335,0.396973,0.477051,0.765625
31127232371,0.396484,0.483398,0.764648
31127248797,0.393066,0.486816,0.759766
31127271339,0.398438,0.481934,0.756836
31127292589,0.39502,0.478027,0.762207
31127308983,0.393066,0.480957,0.765625
31127331405,0.395508,0.476562,0.764648
31127352423,0.405273,0.475586,0.760742
31127368917,0.409668,0.474121,0.76123
31127391314,0.414551,0.48291,0.760742
31127412538,0.403809,0.47998,0.763184
31127428924,0.400879,0.475098,0.76709
31127434223,0.407715,0.476562,0.757324
31127456726,0.412598,0.47168,0.757812
31127479244,0.410156,0.475586,0.764648
31127494492,0.405273,0.476562,0.762695
31127516803,0.401367,0.469238,0.766602
31127539372,0.403809,0.475098,0.763184
31127554457,0.399902,0.472656,0.755371
31127576999,0.39502,0.47168,0.761719
31127599395,0.402832,0.471191,0.764648
31127614168,0.402344,0.47168,0.760254
31127636816,0.394531,0.473633,0.769531
31127659220,0.392578,0.475586,0.767578
31127674300,0.393066,0.479492,0.762695
31127696765,0.388672,0.475098,0.766602
31127719300,0.392578,0.479004,0.765625
31127734457,0.398438,0.476074,0.773438
31127756936,0.404785,0.48877,0.772949
31127779173,0.398438,0.487305,0.770996
31127794210,0.39209,0.492188,0.770996
31127816864,0.388672,0.49707,0.77002
31127839354,0.392578,0.505371,0.776367
31127854376,0.399902,0.510742,0.786621
31127876687,0.393066,0.514648,0.791504
31127899226,0.38916,0.51123,0.804688
