Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
345,-373.312,-39.5625,152.312,-0.077327755,0.042649898,0.077427449,,,
346,-295.688,-68.1875,69.4375,-0.043845714,-0.048130612,0.090182551,,,
347,-7.625,-38.4375,35.5,-0.000298948,-0.016292653,0.088239388,,,
348,141,37.75,82.8125,-0.071448469,0.056999388,0.074587449,,,
349,119.375,70.9375,124.688,-0.086196633,0.129593878,0.040108776,,,
350,-78.8125,56.875,110.438,-0.056501122,0.12087449,0.039311633,,,
351,-182.938,32.875,67,-0.061433776,0.051618265,0.053262551,,,
352,-144.375,21.75,65.4375,-0.061782551,0.018933367,0.073242143,,,
353,-64.5,29.375,97.0625,-0.045141122,0.030492653,0.073790306,,,
354,-35.25,20.375,109.312,-0.044842143,0.056600816,0.069605,,,
355,-50.5625,9.375,108.938,-0.033531939,0.056501122,0.059291327,,,
356,-92.75,12.1875,93.6875,-0.024613367,0.056650612,0.057049184,,,
357,-137.25,43.125,101,-0.017737551,0.064124286,0.073192347,,,
358,-102.188,79.5625,98.0625,-0.021574082,0.061782551,0.049625306,,,
359,-70.625,101.75,100.188,-0.048180408,0.080068163,0.037667449,,,
360,-72.8125,108.938,106.875,-0.073441531,0.116539796,0.031788061,,,
361,-158.375,99.5,124.562,-0.071847143,0.115293878,0.037966327,,,
362,-195.688,77.5625,135.062,-0.059789592,0.075833061,0.063177653,,,
363,-161.812,39.625,137.5,-0.067910918,0.053561429,0.080317245,,,
364,-102.25,23.4375,147.375,-0.042151633,0.040806327,0.081064694,,,
365,-52.3125,28.125,149.625,-0.026407041,0.071149592,0.070452041,,,
366,-56.0625,28.5,152.75,-0.030791633,0.093221837,0.058245,,,
367,-80.3125,20.9375,155.312,-0.032186735,0.088388878,0.053611327,,,
368,-91.375,11.375,154.375,-0.02556,0.080516531,0.051169898,,,
369,-70.25,7.5625,159.375,-0.022919286,0.085499082,0.046685714,,,
370,-49,6.875,165.562,-0.02954602,0.085399388,0.044094796,,,
371,-34.4375,13.1875,168.625,-0.030741837,0.089883571,0.033282857,,,
372,-36.6875,21.3125,178.062,-0.035624592,0.090381837,0.030841429,,,
373,-38.0625,27.0625,184.062,-0.035823878,0.092275204,0.036471633,,,
374,-40,36.5,192.688,-0.02969551,0.086844286,0.036421837,,,
375,-34.0625,56,201.5,-0.028848469,0.082210612,0.036770612,,,
376,-21.1875,75.125,199.188,-0.039859694,0.089036633,0.031738265,,,
377,-33.25,89.5,197.375,-0.04857898,0.092325,0.029197245,,,
378,-45.9375,100.5,190.188,-0.05510602,0.090132755,0.026357245,,,
379,-48.375,108.688,184.312,-0.060985306,0.093869592,0.024962143,,,
380,-49.5625,116.375,183.562,-0.062878673,0.091278673,0.022171939,,,
381,-44,125.938,183,-0.064174082,0.090033061,0.021623878,,,
382,-35.3125,136.625,171.312,-0.071249184,0.097805714,0.016691224,,,
383,-42.6875,143.812,156.938,-0.089285714,0.088936939,0.010612653,,,
384,496.875,-251.5,-444.375,-0.357590816,0.035923571,-0.00866948,,,
385,617.438,-348.062,-417.125,-0.455047959,0.042948776,-0.026157959,,,
386,649.312,-465.875,-319.688,-0.460279592,0.095065408,-0.056451327,,,
387,538.75,-557.062,-225.75,-0.422861224,0.145736735,-0.076181837,,,
388,340.188,-607.062,-147.438,-0.385094898,0.144441837,-0.092125714,,,
389,213.562,-633.062,-85.625,-0.349868367,0.134227551,-0.108269388,,,
390,138.188,-645.812,-14.5625,-0.294164286,0.132035714,-0.110461224,,,
391,56.9375,-644.188,41.6875,-0.256895918,0.144341837,-0.081662551,,,
392,-8.3125,-639.625,62.3125,-0.201091837,0.111258163,-0.076181837,,,
393,0.75,-613.375,76.25,-0.158790816,0.12087449,-0.068757959,,,
394,-58.8125,-581.75,129.312,-0.132782653,0.152064286,-0.062280816,,,
395,-131.812,-567.438,167.75,-0.094517347,0.129443878,-0.048927755,,,
396,-149.812,-541.938,206.875,-0.044593061,0.124960204,-0.053661122,,,
397,-192.5,-505.812,256.062,-0.006925622,0.101592347,-0.049475816,,,
398,-202.312,-452.312,251.688,0.023567041,0.074188878,-0.063476531,,,
399,-223.812,-380.312,178.938,0.027901837,0.081363571,-0.055953061,,,
400,-192.062,-260,151.5,0.008470184,0.064522857,-0.085100408,,,
401,-139.625,-123.25,131.938,0.04374602,-0.006726327,-0.110909184,,,
402,-85,-19.4375,101.562,0.099350306,-0.035026735,-0.120376531,,,
403,-58.625,47.1875,41.125,0.075185306,-0.040507449,-0.123714286,,,
404,-62,77.8125,-36.5,0.089036633,-0.054408469,-0.107820408,,,
405,-37.25,80,-75.6875,0.094517347,-0.063875204,-0.098204286,,,
406,-5.5625,77.1875,-89.625,0.098353776,-0.017588061,-0.079470306,,,
407,10.0625,79,-90,0.094766429,-0.002042806,-0.054508163,,,
408,25.0625,82.1875,-72.875,0.091627449,-0.001694041,-0.031190204,,,
409,41.1875,90.125,-57,0.095264694,0.00298948,-0.007224571,,,
410,51.3125,109,-63.375,0.095663265,-0.003786673,0.010712245,,,
411,58.375,129.062,-71.75,0.092125714,-0.013851224,0.021574082,,,
412,68.125,153.5,-77.4375,0.091926429,0.003587367,0.028798673,,,
413,78.25,182.312,-66.6875,0.094317959,-0.001195796,0.032635102,,,
414,100.5,204.375,-61.0625,0.086445714,0.005530531,0.038414796,,,
415,112,210.875,-67.0625,0.076132041,0.023567041,0.038863163,,,
416,115.875,214.75,-54.75,0.063875204,0.035325612,0.053710918,,,
417,119.562,212.25,-37.6875,0.054408469,0.042500408,0.062181122,,,
418,93.0625,195.125,-21.9375,0.052066735,0.044642857,0.069156531,,,
419,101.125,113.812,-9.0625,0.025211224,0.042500408,0.103734694,,,
420,95.375,97.8125,-3.25,0.036222449,0.035873673,0.105329592,,,
421,95.125,88.1875,-7.0625,0.037019694,0.04544,0.10632551,,,
422,86.875,74.25,-12.1875,0.032784592,0.048379694,0.103684694,,,
423,81.0625,61.125,-20.25,0.027851939,0.051767755,0.097257653,,,
424,74.1875,42.1875,-21.0625,0.020577551,0.051917245,0.096161531,,,
425,55.4375,27.9375,-16.875,0.025261122,0.052465306,0.097207857,,,
426,46.4375,20.0625,-15.4375,0.029944592,0.053810612,0.095214796,,,
427,40.3125,4.8125,-22.8125,0.031439286,0.057696939,0.090929898,,,
428,30.1875,-6.9375,-37.0625,0.034877245,0.050771327,0.088787449,,,
429,26.9375,1,-46.875,0.038165612,0.048080714,0.088986735,,,
430,40.1875,1.1875,-54.8125,0.027154388,0.056750204,0.086146735,,,
431,32,-6.5625,-65.3125,0.033482143,0.061184592,0.082210612,,,
432,23.9375,-12.1875,-80.0625,0.03990949,0.05226602,0.081363571,,,
433,18.6875,-8.875,-92.9375,0.042699694,0.050223265,0.082459694,,,
434,10.4375,4.0625,-104.125,0.038365,0.051169898,0.081064694,,,
435,-6.4375,19.375,-111.375,0.036621122,0.042500408,0.080018367,,,
436,-13.0625,37.5625,-111.312,0.036670918,0.038813367,0.078872347,,,
437,-8,51.5,-114.438,0.028499694,0.048778265,0.073292041,,,
438,-17.5625,61,-117.625,0.023118571,0.060387449,0.074637245,,,
439,-33,73.6875,-125.062,0.023068776,0.066765,0.073989592,,,
440,-49.75,85.5,-139.438,0.019531224,0.062978367,0.076281531,,,
441,-58.625,101.25,-152.875,0.015993673,0.056451327,0.075484286,,,
442,-69,119.75,-162.75,0.009715796,0.048130612,0.075882857,,,
443,-73.875,130.188,-167.688,4.98246E-05,0.039560714,0.073341837,,,
444,-79.625,133.875,-175.062,-0.009915102,0.02854949,0.071597959,,,
445,-71.1875,129.562,-182.625,-0.022421122,0.022421122,0.072843571,,,
446,-63.0625,127.938,-184.875,-0.027353673,0.021125612,0.076580408,,,
447,-59.5625,130.812,-181.312,-0.030941122,0.02685551,0.078523571,,,
448,-60,132.125,-179.188,-0.03990949,0.021723571,0.076680102,,,
449,-42,133.562,-173.375,-0.048877959,0.020228776,0.075683571,,,
450,-21.375,131,-165.625,-0.057348163,0.026407041,0.075932755,,,
451,-44.8125,132.5,-153.188,-0.056252041,0.03821551,0.079769184,,,
452,-68.3125,140.938,-140.562,-0.062081429,0.02869898,0.072096224,,,
453,-79.25,146.625,-129.5,-0.065768469,0.020876531,0.064921429,,,
454,-78.625,154.812,-112.812,-0.070352347,0.018584592,0.059640102,,,
455,-89.3125,158.562,-97.8125,-0.077875918,0.01534602,0.051468878,,,
456,-108.188,156.5,-86.0625,-0.086645,0.006078602,0.044991633,,,
457,-162.375,125.5,-38.25,-0.105578571,-0.061583265,0.013402857,,,
458,-132.938,113.25,-36.1875,-0.110511224,-0.065270204,0.010961429,,,
459,-104.312,102.25,-30.25,-0.112205102,-0.066964286,0.006477204,,,
460,-82.4375,93.9375,-27.9375,-0.108817347,-0.067612041,0.005729827,,,
461,-71.0625,86.8125,-24.9375,-0.10657449,-0.059390918,-0.000797194,,,
462,-69.375,81.875,-26.0625,-0.102987755,-0.056301837,-0.000747369,,,
463,85.875,23,17.3125,-0.12087449,-0.030094082,0.008470184,,,
464,79.875,10.0625,24.625,-0.10662449,-0.029446327,0.004534041,,,
465,70.3125,3.875,26.5625,-0.095812755,-0.029844898,-0.001345265,,,
466,66.125,3.8125,27.375,-0.085748163,-0.037418265,-0.002092633,,,
467,75.125,9.0625,27,-0.081513061,-0.035076531,-0.002491235,,,
468,75.5625,13.8125,19,-0.078075204,-0.02386602,-0.002541051,,,
469,54.125,21.1875,11.5,-0.079520102,-0.012007755,-0.00184351,,,
470,34.9375,23.9375,6.5,-0.088189592,-0.006825969,0.001943163,,,
471,34.125,18.5,7.5625,-0.10069551,-0.011409796,0.004733337,,,
472,45.125,3.5625,18.5,-0.108318367,-0.002740357,0.012256837,,,
473,79,-18.4375,65.0625,-0.109714286,0.13512449,0.003138949,,,
474,-165.75,-18.125,65.5625,-0.12102449,-0.003886316,0.051767755,,,
475,-29.6875,-19.4375,-5.5,-0.065021122,-0.093819796,0.019680714,,,
476,58.6875,-16.5625,10.0625,-0.103983673,-0.030293367,0.013203571,,,
477,82.0625,-20.75,25.625,-0.10199102,-0.009616153,0.001594388,,,
478,23.625,-27.5625,20.1875,-0.108767347,-0.003537551,0,,,
479,-28.75,-33.1875,19.0625,-0.108767347,-0.016790918,0.001345265,,,
480,-46.875,-41.375,19.875,-0.105080612,-0.027553061,0.006377551,,,
481,-35.25,-43.625,22.3125,-0.103884694,-0.032336224,0.009367031,,,
482,-17.0625,-45.75,23.8125,-0.104382653,-0.029097551,0.01121051,,,
483,-7.875,-47.4375,23.6875,-0.105279592,-0.023816122,0.010363469,,,
484,-2.6875,-47.5,22,-0.104332653,-0.025211224,0.010263878,,,
485,8.8125,-45.5625,19.125,-0.105030612,-0.028748776,0.010064571,,,
486,26.0625,-44.0625,18.8125,-0.10667449,-0.027901837,0.00852001,,,
487,32.5625,-43.125,18.875,-0.107471429,-0.027901837,0.007224571,,,
488,36.5,-41.6875,19.625,-0.103734694,-0.027901837,0.006925622,,,
489,37.375,-40.4375,19.375,-0.102289796,-0.026058265,0.006078602,,,
490,35.8125,-40.25,18.5625,-0.098702551,-0.025111633,0.006277898,,,
491,33.4375,-39,18.0625,-0.097606429,-0.023118571,0.005978959,,,
492,90.5,-20.25,9.1875,-0.09546398,0.001345265,0.026008469,,,
493,63,-14.0625,4.75,-0.096061837,0.007772643,0.025510204,,,
494,52.4375,-12.75,6.4375,-0.096809184,0.008918602,0.027353673,,,
495,38.25,-11.3125,5.875,-0.097058367,0.008370531,0.029595816,,,
496,28,-7.3125,8.0625,-0.094766429,0.011310204,0.028300408,,,
497,20.375,-4.625,10.125,-0.095862551,0.01165898,0.030243571,,,
498,12.75,-1.75,11.375,-0.093172041,0.013103878,0.032037245,,,
499,4.8125,0.8125,9,-0.090232347,0.011160714,0.033432347,,,
500,0.0625,3.25,6.4375,-0.08679449,0.010463163,0.034777551,,,
501,-3.0625,6.875,1.5,-0.085349592,0.009815449,0.034279388,,,
502,-4.5625,12.0625,-6.1875,-0.085797959,0.008121408,0.036571224,,,
503,-4,14.6875,-11.9375,-0.087691327,0.0095165,0.036820408,,,
504,-8,16.1875,-19.375,-0.089086429,0.008320714,0.035176224,,,
505,-12.25,20.4375,-26,-0.088986735,0.007374041,0.036521429,,,
506,-15.3125,25.375,-32.5,-0.089435204,0.007174745,0.036172653,,,
507,-20.625,27,-39.5625,-0.092574184,0.006028776,0.032734796,,,
508,-25.0625,26.75,-42.4375,-0.094019082,0.004085622,0.033581837,,,
509,-31.625,25.625,-46.3125,-0.094915918,-0.000199298,0.03238602,,,
510,-29.6875,28.875,-50.125,-0.094168571,-0.002291929,0.028649184,,,
511,-27.625,27.0625,-50.875,-0.096709592,-0.000298948,0.02670602,,,
512,-32.625,26.3125,-51.0625,-0.097506735,-0.003138949,0.026257551,,,
513,-33.8125,28.875,-51.9375,-0.099898367,-0.004384571,0.025310918,,,
514,-35.5625,33.1875,-51.875,-0.10647551,-0.003786673,0.022620408,,,
515,-41.5625,32.5625,-51.4375,-0.109763265,-0.008868786,0.018435102,,,
516,-31.1875,31.0625,-51.25,-0.11365,-0.016591633,0.022072347,,,
517,-19.3125,32.0625,-47.5625,-0.120276531,-0.016940408,0.019929796,,,
518,-24.5625,31.75,-42.875,-0.125408163,-0.019032959,0.015545306,,,
519,-37.1875,27.1875,-33.625,-0.124013265,-0.027901837,0.0142,,,
520,-44,18.4375,-20,-0.112952041,-0.03821551,0.013402857,,,
521,-42.4375,9.0625,-6.4375,-0.101741837,-0.040009184,0.012007755,,,
522,-43.125,-0.625,2.8125,-0.092574184,-0.03706949,0.010413367,,,
523,-45.5,-11.4375,7.0625,-0.085100408,-0.036172653,0.009267378,,,
524,-42.6875,-21.0625,9.5,-0.078324286,-0.038863163,0.008420357,,,
525,-27.625,-29.6875,11.875,-0.074786735,-0.037318673,0.008968429,,,
526,-13.75,-35.6875,13.875,-0.077576939,-0.031489184,0.009217551,,,
527,-9.75,-40.6875,17,-0.085349592,-0.025061735,0.008619663,,,
528,-11.4375,-45.875,21.8125,-0.096659796,-0.025360714,0.008719306,,,
529,-9.0625,-49.875,29.625,-0.103784694,-0.026955102,0.012705306,,,
530,-6.6875,-53.3125,39.4375,-0.108916327,-0.029944592,0.016143163,,,
531,0.3125,-56.0625,52.125,-0.110361224,-0.036521429,0.019929796,,,
532,11.75,-58.875,62.9375,-0.108817347,-0.034428776,0.022919286,,,
533,10.4375,-67.0625,72.125,-0.100346735,-0.030891224,0.026755816,,,
534,20.875,-72,73.6875,-0.097805714,-0.039660408,0.032037245,,,
535,46.5625,-76.8125,75.25,-0.096061837,-0.036969898,0.038315102,,,
536,60.625,-80.125,72.625,-0.092972755,-0.032884286,0.042251224,,,
537,70.3125,-87.5,62.125,-0.088538367,-0.03153898,0.041952347,,,
538,92.25,-96.4375,46.375,-0.086246429,-0.027503163,0.044045,,,
539,114.188,-94.125,28.1875,-0.078872347,-0.025460408,0.043148163,,,
540,142.688,-79.5,11.1875,-0.074836531,-0.013801429,0.036770612,,,
541,151.062,-61,3.0625,-0.077527143,0.010562857,0.030691939,,,
542,119.812,-49.6875,-1.3125,-0.08066602,0.025161429,0.031339694,,,
543,74.375,-38.125,-7.625,-0.079868878,0.029097551,0.029595816,,,
544,31.9375,-27.375,18.0625,-0.085797959,0.029396531,0.038913061,,,
545,6.4375,-19.8125,50.75,-0.094268163,0.035823878,0.024663163,,,
546,-36.3125,-8.1875,94.9375,-0.099200816,0.061932041,0.01449898,,,
547,-135.5,28.625,128.25,-0.060088469,0.061085,-0.001096143,,,
548,-203.125,24.5625,-86.5,-0.135473469,-0.105528571,0.100595918,,,
549,-40.6875,-70.1875,-110.062,-0.146633673,-0.12760102,0.140007143,,,
550,218.625,-53.1875,43.5,-0.065967755,-0.097008571,0.087292755,,,
551,362.438,18.1875,16.9375,-0.062529898,0.09347102,0.018584592,,,
552,42.625,22.25,-10.8125,-0.096360816,0.143145918,-0.03138949,,,
553,-154.562,-13.1875,16.6875,-0.1137,0.062679388,0.017936837,,,
554,-163.438,-36.125,24.625,-0.085847857,0.004484214,0.054956531,,,
555,22,26.25,43.8125,-0.040507449,-0.041454082,0.082957959,,,
556,128.062,48.3125,16.4375,-0.065569184,0.027054796,0.058992347,,,
557,75.25,68.3125,33.125,-0.111308163,0.075085714,0.04005898,,,
558,-70.125,58.9375,64.4375,-0.111208163,0.078623265,0.036670918,,,
559,-137.812,50.9375,56.875,-0.093122245,0.050671633,0.03721898,,,
560,-124.438,53.1875,51.5,-0.10682449,0.027303878,0.046934796,,,
561,-75.125,54.625,51.9375,-0.110959184,0.015096837,0.055654082,,,
562,-19.8125,53.75,48.875,-0.109016327,0.019381735,0.047731939,,,
563,-20.5625,43,41.9375,-0.116688776,0.023666735,0.044842143,,,
564,-45,28.5625,45.8125,-0.114546939,0.021723571,0.034428776,,,
565,-51.1875,15.125,58.75,-0.111607143,0.010911633,0.030393061,,,
566,-33.75,8.3125,71.4375,-0.099898367,0.018036531,0.024264592,,,
567,-24.6875,3.75,76,-0.096659796,0.033033673,0.018734082,,,
568,-30.5,-3.625,74.0625,-0.101293469,0.048080714,0.019531224,,,
569,-40,-13.625,73.375,-0.105578571,0.050422551,0.02386602,,,
570,-26.5625,-25.8125,76.125,-0.110012245,0.045539694,0.028997959,,,
571,0.1875,-44.75,87.125,-0.112305102,0.049974082,0.033233061,,,
572,19.5,-62.6875,93.75,-0.105279592,0.051120102,0.034279388,,,
573,27.8125,-85.125,95.5,-0.095613469,0.048877959,0.037318673,,,
574,43.25,-101.312,91.625,-0.076779694,0.045141122,0.036073061,,,
575,55.9375,-104.438,81,-0.053810612,0.041553776,0.030941122,,,
576,71.75,-91.3125,65.1875,-0.034578265,0.04987449,0.027851939,,,
577,64.25,-71.75,46.8125,-0.028748776,0.060536939,0.025011939,,,
578,45.3125,-59.6875,28.1875,-0.032186735,0.067462551,0.023467347,,,
579,17.8125,-58.875,11.9375,-0.038514388,0.064772041,0.024962143,,,
580,-9.6875,-64.8125,8.125,-0.050173367,0.053113061,0.037916531,,,
581,2.5625,-73.1875,19.9375,-0.079918673,0.094367857,0.031987449,,,
582,-51.5,-70.0625,65.1875,-0.079868878,0.122967347,0.021972653,,,
583,-143.438,-19.0625,97.5625,-0.039461122,0.11340102,-0.002192286,,,
584,-209.188,69.0625,101.188,0.010762143,0.066216939,0.004085622,,,
585,-200.25,141.75,72.1875,0.027802143,0.01718949,0.040108776,,,
586,-127.688,36.5,-90.5,-0.120276531,-0.035325612,0.13492551,,,
587,13.25,-127.375,-127.875,-0.123565306,-0.006477204,0.149623469,,,
588,249.562,-71.3125,16.25,-0.012107347,0.02301898,0.07543449,,,
589,327.812,14.0625,111.938,-0.006128429,0.06407449,0.05226602,,,
590,223.375,40.8125,70.6875,-0.020976122,0.160435714,0.017737551,,,
591,-27.5625,39.9375,39.625,-0.041354388,0.159837755,0.00652702,,,
592,-211.25,53.1875,51.25,-0.042550204,0.092972755,0.018534796,,,
593,-159.938,71.3125,78.5625,-0.044493367,0.072096224,0.039710204,,,
594,-130.312,62.125,86.8125,-0.013552245,0.022122143,0.075484286,,,
595,-47.6875,45.3125,16.75,-0.024264592,0.036621122,0.065270204,,,
596,16.625,44.375,-4.25,-0.043496939,0.064323571,0.056750204,,,
597,0.625,49.6875,24.3125,-0.073341837,0.077676531,0.057348163,,,
598,-16.0625,43.6875,37.3125,-0.053760714,0.088488571,0.05141898,,,
599,-43.5625,34.625,16.6875,-0.056052653,0.074437959,0.051020408,,,
600,-40.875,20.375,11.8125,-0.070252755,0.056451327,0.052515102,,,
601,-16.5,9.75,17.375,-0.058842857,0.045689184,0.054009898,,,
602,6.3125,2.625,21.25,-0.052614796,0.05525551,0.050472347,,,
603,-7.375,-3.25,20.6875,-0.050721429,0.065070918,0.045888469,,,
604,-27.5625,-5.3125,16.875,-0.051219694,0.064174082,0.050571939,,,
605,-38.4375,-9.375,14.0625,-0.055803571,0.060387449,0.057148878,,,
606,-43.125,-21.0625,14.6875,-0.064373367,0.060287755,0.060437245,,,
607,-27.375,-25.25,16.1875,-0.07214602,0.057647041,0.072445,,,
608,-3.625,-35.375,11.25,-0.088488571,0.056550918,0.088637959,,,
609,15.625,-46.6875,19.75,-0.078673061,0.057198673,0.091826735,,,
610,35.0625,-31.6875,30.1875,-0.059341122,0.055355102,0.079918673,,,
611,46.3125,5.375,11.1875,-0.048778265,0.057696939,0.061334082,,,
612,48.375,26.9375,0.1875,-0.064522857,0.076181837,0.07214602,,,
613,8.6875,36.4375,4.75,-0.059640102,0.077477245,0.056600816,,,
614,-52.6875,54.8125,10.3125,-0.056600816,0.049525714,0.04857898,,,
615,-48.5625,83.5,29.875,-0.042550204,0.033282857,0.064522857,,,
616,-30.4375,99.5,38.5,-0.02570949,0.029047755,0.062928469,,,
617,-51.0625,83.375,38.4375,-0.029296837,0.052315816,0.057447755,,,
618,-96.1875,61.0625,30.875,-0.024164898,0.025011939,0.057597245,,,
619,-71.125,58.1875,21.6875,-0.008171235,-0.002042806,0.044792347,,,
620,-21.3125,67.3125,13.875,-0.013402857,0.013004184,0.039361429,,,
621,-8.9375,66.9375,15.4375,-0.039062449,0.056351633,0.042201429,,,
622,-36.0625,60.0625,19.0625,-0.049675102,0.083356633,0.051020408,,,
623,-39,55.1875,3.3125,-0.04857898,0.08918602,0.062280816,,,
624,-8.8125,58.5625,-8.9375,-0.063526429,0.104930612,0.069555204,,,
625,-7,55.0625,-22.6875,-0.079619694,0.116240816,0.065021122,,,
626,-13.125,54.125,-28.5,-0.083605714,0.115243878,0.064572653,,,
627,-8.0625,55.1875,-42.6875,-0.079819082,0.107521429,0.056052653,,,
628,-1.9375,55.125,-56.875,-0.075334796,0.098852041,0.050571939,,,
629,-4.1875,47.5,-68.1875,-0.069355918,0.085847857,0.039162143,,,
630,-3.5,40,-68.75,-0.062978367,0.063327041,0.034329184,,,
631,10.375,31.375,-68.375,-0.058842857,0.046436531,0.020776837,,,
632,14.8125,14.6875,-63.0625,-0.059739694,0.045340408,0.014997245,,,
633,4.25,-12.8125,-50.5,-0.060188163,0.038115816,0.013801429,,,
634,-0.5,-41.375,-33.0625,-0.058344592,0.021673673,0.021773367,,,
635,16.5625,-58.9375,-14.5625,-0.049276531,0.013153673,0.028599286,,,
636,38.375,-64.25,-4.3125,-0.04857898,0.031140408,0.03692,,,
637,26.75,-69.1875,-7.4375,-0.062978367,0.047383163,0.055953061,,,
638,8.875,-65.75,-7.25,-0.074238673,0.052913776,0.079520102,,,
639,11.25,-49.4375,-8.9375,-0.083406429,0.058743265,0.090481531,,,
640,26.0625,-27.75,-16.625,-0.091228878,0.060586735,0.094517347,,,
641,30.5,-8.1875,-15.1875,-0.091577653,0.060437245,0.092823265,,,
642,19.75,16.1875,-8.0625,-0.085150306,0.061782551,0.098054898,,,
643,-5.5,40.875,-10.375,-0.087292755,0.058045714,0.095165,,,
644,-28.625,63.875,-9.5625,-0.086694796,0.04105551,0.087691327,,,
645,-34.1875,80.5,2.4375,-0.07543449,0.02570949,0.072494796,,,
646,-26.875,87.9375,16.1875,-0.056700408,0.015595102,0.054508163,,,
647,-21.4375,88.75,27.625,-0.035475102,0.013552245,0.040258265,,,
648,-22.8125,85.5,36.1875,-0.021574082,0.014100408,0.030642143,,,
649,-36.5625,78.5,44.875,-0.018484898,0.018136122,0.031140408,,,
650,-44.4375,70.5,54.125,-0.022819694,0.030841429,0.035475102,,,
651,-50.25,60.8125,53,-0.02585898,0.055703878,0.047881429,,,
652,-53.6875,61.0625,47.5,-0.02685551,0.076480816,0.056202143,,,
653,-38.1875,68.5625,41.4375,-0.036023163,0.103884694,0.063875204,,,
654,-44.5625,73.75,29.3125,-0.064971327,0.132234694,0.062081429,,,
655,-83.125,71.75,37.75,-0.093421122,0.129942857,0.056252041,,,
656,-96.125,65,64.5625,-0.091876633,0.120226531,0.06123449,,,
657,-80.875,59.4375,73.3125,-0.083207143,0.125109184,0.064821837,,,
658,-69.75,53.75,71,-0.076480816,0.12795,0.063227449,,,
659,-73.625,47.125,77.875,-0.07214602,0.121970408,0.061134796,,,
660,-89.5625,35.0625,94.125,-0.062679388,0.112354082,0.064821837,,,
661,-105.25,20.6875,109.438,-0.047632347,0.095115204,0.067462551,,,
662,-108.188,3.375,119.625,-0.035425306,0.078374082,0.065967755,,,
663,-98.5,-11.625,125.312,-0.023417551,0.072345306,0.063825306,,,
664,-94.5,-23.5,132.062,-0.016541735,0.078673061,0.056152347,,,
665,-99.875,-31.875,145.75,-0.012406327,0.083605714,0.051319388,,,
666,-105.875,-40.0625,159.438,-0.009416857,0.087940408,0.047582551,,,
667,-107.812,-46.4375,170.688,-0.009566327,0.092524286,0.047881429,,,
668,-111.188,-53.1875,180.438,-0.011409796,0.098852041,0.045788776,,,
669,-111,-58.375,192.5,-0.014000714,0.105777551,0.047283571,,,
670,-106.625,-57.0625,203.562,-0.015096837,0.119579592,0.048529184,,,
671,-94.875,-44.875,208.25,-0.01733898,0.139060204,0.049475816,,,
672,-88,-31.4375,205.188,-0.031788061,0.144391837,0.046934796,,,
673,-81.375,-17.625,213.188,-0.043696224,0.140256122,0.04558949,,,
674,-71.8125,-2.375,228.5,-0.045539694,0.133828571,0.044094796,,,
675,-59.375,12.6875,237.625,-0.039560714,0.130191837,0.039809898,,,
676,-43.6875,29.0625,237.125,-0.036670918,0.128397959,0.035325612,,,
677,-38.625,43.125,235.875,-0.038614082,0.116888776,0.033233061,,,
678,-35.125,54.375,235.188,-0.03976,0.105578571,0.034279388,,,
679,-37.5,63.6875,232.625,-0.036172653,0.093221837,0.039361429,,,
680,473.75,-196.562,-411.312,-0.24862449,0.091527857,-0.00866948,,,
681,527.812,-263.312,-376.812,-0.281957143,0.080516531,-0.009117908,,,
682,579.688,-339.125,-322.125,-0.296805102,0.088089898,0.000448421,,,
683,545.062,-415.188,-245.688,-0.273038776,0.096460408,-0.004185265,,,
684,467.438,-467.875,-180.688,-0.247628571,0.069953776,-0.001395092,,,
685,388.75,-507.5,-135.5,-0.253806122,0.059440816,0.004135439,,,
686,321.812,-531.062,-89.3125,-0.249770408,0.061085,-0.002291929,,,
687,241.062,-544.938,-41.5625,-0.255202041,0.102488776,-0.020926327,,,
688,94.3125,-553.188,4,-0.235969388,0.117785714,-0.034976837,,,
689,-19.5,-555.688,26.625,-0.202237755,0.087641531,-0.027054796,,,
690,-50.9375,-544.562,35,-0.177126531,0.078025306,-0.015545306,,,
691,-49.0625,-525.062,53.75,-0.155154082,0.085299796,-0.026207755,,,
692,-70.125,-500.375,80.1875,-0.13477551,0.108418367,-0.031887755,,,
693,-130.562,-482.312,103.25,-0.110162245,0.114745918,-0.033133367,,,
694,-175.25,-456.562,122.375,-0.084203571,0.115941837,-0.030343163,,,
695,-182.75,-419.688,164.188,-0.065668878,0.116639796,-0.031439286,,,
696,-168.688,-393,200.625,-0.025609898,0.131586735,-0.046984592,,,
697,-172.188,-359.812,226.625,0.031788061,0.108468367,-0.077377653,,,
698,-169.062,-305.25,212.312,0.10099449,0.08395449,-0.09217551,,,
699,-175.125,-222.312,107.312,0.121871429,0.085499082,-0.108567347,,,
700,-146.562,-136.5,21.8125,0.085748163,0.043646327,-0.132334694,,,
701,-119.312,-46.625,29.0625,0.107870408,-0.027702449,-0.132483673,,,
702,-47.1875,9.5625,25.3125,0.115792857,-0.036421837,-0.122817347,,,
703,-10.1875,55.3125,7.6875,0.104183673,-0.045240714,-0.119927551,,,
704,-34.9375,82.4375,-29.625,0.104332653,-0.037368469,-0.095862551,,,
705,-18.875,101,-71.375,0.10647551,-0.039361429,-0.073441531,,,
